-9.35252	1.16	-0.14	-0.56	-0.04	-0.62	0.58	1.26	-0.88	-0.76
-8.0376	2.36	-4.16	0.38	1.86	-1.5	1.0	0.42	-4.04	1.48
-1.0724	-0.44	-4.96	-0.4	3.94	-0.54	0.42	0.86	-1.26	0.28
-0.025000000000000005	-0.44	-4.62	0.08	0.82	-2.14	0.0	-0.06	0.76	1.8
-0.17515999999999998	1.14	-5.66	0.44	5.38	-1.88	0.02	-0.04	1.06	-2.08
-0.20240000000000002	1.92	-5.06	0.18	8.58	-7.24	0.6	-0.52	0.74	1.06
-0.54336	1.76	-7.46	1.3	5.32	-4.82	2.48	0.72	0.34	-0.18
-0.19932000000000002	1.74	-8.4	1.0	8.6	-4.26	7.52	2.34	-0.26	-0.52
-0.0368	1.24	-7.56	0.52	7.62	0.84	6.72	4.68	-0.44	-0.78
-0.00932	1.58	-7.72	1.34	5.92	0.88	4.4	5.68	-2.28	-1.4
-0.36519999999999997	-2.3	-8.48	2.06	6.34	2.76	4.46	5.02	-1.52	0.62
-0.15808	-2.5	-7.7	2.46	9.36	3.36	7.88	4.24	-0.02	0.84
-0.18104000000000003	-0.76	-6.94	3.04	9.32	4.84	8.78	5.08	-0.88	-1.44
-0.8567199999999999	-1.16	-5.86	3.2	10.36	3.5	6.34	1.54	-1.44	0.14
-0.27112	1.36	-8.18	3.82	7.76	2.92	13.34	3.22	9.08	0.0
0.0	-1.66	-7.52	1.08	6.52	3.02	14.02	1.46	28.48	-0.24
-0.41111999999999993	-1.44	-6.84	1.92	7.9	2.4	10.46	-3.04	38.56	0.32
-0.2614	-1.28	-9.48	4.76	7.42	0.44	11.24	-3.32	35.36	2.62
0.0	-0.32	-8.24	3.92	11.34	-1.96	18.58	-2.66	50.92	3.18
-0.39775999999999995	3.42	-8.72	3.9	8.14	-19.78	19.98	-2.12	51.44	-0.12
-0.36628	0.66	-8.36	2.9	13.4	-59.04	19.04	-0.46	47.94	0.34
-0.19224000000000005	1.92	-8.56	2.0	16.3	-56.68	18.22	12.08	50.46	1.24
0.0	-0.28	-9.86	2.92	14.02	-51.82	21.28	11.48	49.36	1.72
0.0	3.06	-12.66	4.76	15.14	-72.54	21.74	11.94	47.58	-5.22
0.0	2.0	-10.38	7.22	17.06	-74.92	22.02	13.7	45.62	-4.5
0.0	2.08	-9.98	6.2	28.84	-74.06	22.2	15.84	45.36	-3.16
0.0	3.56	-9.9	3.94	30.72	-78.64	23.54	15.22	42.72	-4.42
0.0	2.38	-8.58	-1.94	13.0	-70.28	26.54	13.22	23.26	-3.38
-0.053680000000000005	2.14	-9.0	4.0	11.68	-77.46	26.94	15.34	45.08	-2.2
-0.010360000000000001	4.22	-9.64	5.44	11.68	-54.56	24.32	24.18	44.2	-8.94
-0.406	3.72	-7.22	3.98	14.48	-60.14	23.54	27.36	43.76	-8.98
-0.20020000000000004	4.16	-10.28	3.42	12.6	-79.06	24.84	12.2	43.36	-4.4
0.0	2.08	-9.6	2.76	11.88	-79.4	24.86	13.76	44.46	-2.86
-0.16380000000000003	1.24	-8.02	4.04	13.84	-83.92	22.78	19.08	44.42	-1.34
-0.15122000000000002	3.32	-4.08	2.5	14.94	-83.42	23.52	18.24	43.92	1.18
-0.54174	3.04	-6.54	1.4	13.32	-101.6	26.42	10.3	43.48	6.62
-0.23136000000000004	8.2	-7.02	1.72	15.9	-102.34	22.72	9.2	42.3	10.46
-0.27148	7.48	-6.96	1.4	15.92	-101.02	22.7	7.54	41.22	22.7
-0.15264	-8.76	-6.62	2.26	16.52	-103.46	22.88	7.88	38.48	21.74
-0.27452	6.92	-8.18	0.02	19.54	-101.56	22.02	7.94	18.08	10.42
0.0	6.52	-7.8	0.8	18.3	-101.58	20.28	7.4	43.06	11.5
-0.10248000000000002	-7.6	-8.8	-0.42	21.6	-101.16	20.32	10.38	36.2	21.38
-0.17496000000000003	-9.2	-6.6	-14.88	18.8	-101.44	19.82	24.6	36.06	43.0
-0.49228	5.5	-8.14	-1.82	17.78	-98.44	19.52	12.96	36.9	43.3
-0.028000000000000004	1.16	-6.52	-0.16	17.9	-101.24	17.56	13.1	35.34	53.9
-0.09988	-0.74	-6.36	-2.08	15.4	-97.04	17.86	8.2	35.44	57.42
-0.2002	-2.52	-6.16	-2.46	15.3	-92.2	17.54	7.36	36.9	58.54
-0.26608000000000004	0.1	-6.3	-1.98	9.52	-35.26	19.22	8.38	34.34	58.06
-0.46204	1.94	-6.26	-2.68	2.16	-72.14	18.88	8.7	36.64	56.7
-0.11776	2.06	-7.16	-3.24	0.54	-71.9	18.26	8.32	36.54	57.46
-0.15748000000000004	2.84	-3.24	-3.26	2.54	-39.24	21.3	9.5	38.88	47.02
-0.6601600000000001	1.42	-5.04	-3.0	0.12	-72.1	17.72	10.28	41.3	58.18
-0.7744399999999999	2.78	-7.12	-6.88	1.74	-71.48	18.2	8.34	39.46	52.72
-0.30846	1.86	-5.62	-6.74	-2.46	-73.14	19.54	13.56	25.08	49.18
-0.37924	0.2	-4.82	-3.82	-3.32	-73.1	17.8	11.6	40.26	53.98
-0.91008	-3.02	-6.14	-2.02	-8.14	-104.26	20.74	11.08	38.1	59.88
-0.5228400000000001	-1.32	-4.1	-1.86	-6.64	-100.76	23.96	15.34	39.82	60.48
-0.8706	1.82	-7.22	-2.16	-9.58	-104.3	23.66	16.6	40.88	61.72
0.0	-0.4	-6.1	0.36	-2.88	-104.3	19.6	13.78	39.2	61.98
-0.24472000000000002	-2.78	-5.28	-0.48	-1.76	-104.06	16.68	13.78	40.94	63.76
-0.94884	-0.76	-9.02	1.72	-2.7	-100.84	12.12	12.68	40.82	64.16
-0.27912	-5.84	-9.38	5.3	-0.54	-105.64	16.48	13.06	40.82	60.68
0.0	-3.06	-11.36	2.8	0.42	-106.0	11.46	10.68	39.56	62.8
-0.010999999999999996	-2.36	-10.6	1.58	1.82	-107.94	13.8	9.48	36.08	60.54
-0.0424	-3.0	-11.2	1.92	0.92	-103.06	10.66	9.74	38.84	40.4
-0.20136000000000004	-0.34	-8.58	1.58	-3.38	-85.78	11.62	6.3	34.04	40.96
-0.44604000000000005	3.8	-8.32	-0.94	-4.8	-41.46	13.32	8.84	41.74	60.98
0.0093	3.44	-7.88	-0.2	-4.3	-38.54	13.74	10.3	40.24	58.94
-0.52324	5.02	-9.64	1.3	-9.98	-6.06	9.32	8.78	38.5	59.7
-0.19277999999999998	3.7	-6.5	0.38	-7.66	-45.38	11.18	8.54	38.72	60.66
-0.79128	11.36	-10.82	2.28	-14.82	-9.3	3.86	7.46	31.94	59.58
-0.18359999999999999	10.44	-14.72	2.86	-12.04	-9.92	3.82	0.94	33.08	57.4
0.0	11.98	-10.56	5.74	-10.48	-27.1	0.98	2.3	33.36	57.92
-0.18600000000000003	9.84	-11.64	5.78	-9.88	-45.12	9.68	-1.24	26.54	57.88
0.0	8.58	-10.36	4.72	-8.94	-25.52	9.04	7.18	36.96	57.66
0.0	7.3	-9.0	5.04	-8.82	-23.42	9.94	7.74	38.12	57.78
-0.051039999999999995	4.92	-10.58	3.68	-9.3	-42.54	11.48	1.76	36.86	64.32
-0.2112	3.6	-13.22	2.48	-9.0	-24.62	7.02	8.38	36.5	68.74
0.0	2.12	-12.4	4.12	-9.52	-23.84	6.18	5.24	36.94	68.42
-0.28592	4.84	-15.24	5.98	-9.68	-21.16	0.92	-3.1	39.68	63.48
0.0	4.44	-14.46	6.72	-10.2	-18.62	0.1	-6.9	40.44	63.08
-0.12896000000000002	4.58	-13.9	6.7	-8.18	-16.48	0.42	-7.5	37.64	56.24
0.0	3.92	-12.2	6.86	10.46	-20.84	-0.72	-7.9	38.42	58.32
-0.3684800000000001	1.38	-10.42	6.82	10.56	-22.02	-1.96	-9.2	40.4	57.98
-0.6571200000000001	2.42	-14.26	6.0	8.9	-19.02	-4.22	-9.78	40.18	58.94
-0.0848	3.4	-10.14	9.08	32.4	-38.58	1.62	-11.94	33.36	56.7
-0.16668	3.32	-11.22	7.02	33.2	-36.48	1.14	-12.86	37.82	52.12
-0.18200000000000002	2.44	-14.74	5.5	10.28	-22.84	-4.48	-10.52	40.64	32.18
0.0	2.18	-14.08	4.46	-1.68	-22.78	-3.84	-10.06	45.96	30.08
-0.19884000000000002	3.34	-13.4	0.48	14.48	-17.06	-5.88	-10.88	39.08	30.06
-0.18359999999999999	12.16	-11.14	5.54	37.7	-35.0	1.72	-15.26	33.92	4.64
0.0	27.7	-12.8	6.88	18.44	-24.48	-5.76	-8.24	37.12	28.62
-0.25956	33.1	-12.44	10.32	12.38	-24.98	-9.4	-10.24	35.14	31.06
-0.14824	36.88	-12.48	7.36	15.38	-25.68	-11.02	-8.32	36.1	28.2
-0.33468000000000003	34.42	-13.84	6.64	14.48	-26.32	-3.96	-11.74	39.5	28.5
0.0	42.04	-15.18	7.42	-15.16	-11.1	-12.72	-5.38	43.86	52.78
0.0	40.78	-15.2	7.7	-13.5	-10.54	-11.48	-4.96	45.78	54.8
-0.038520000000000006	40.74	-29.22	8.8	-9.74	-10.12	-12.02	-3.94	41.48	54.72
0.0	38.72	-30.14	7.64	22.24	-7.22	-12.48	-3.36	37.14	54.58
0.0	40.84	-14.82	5.44	55.68	-10.5	-13.18	-1.82	32.42	54.12
0.0	39.0	-14.02	7.14	70.18	-12.18	-14.56	-4.2	33.7	53.58
-0.10932000000000003	17.72	-20.22	7.66	64.94	-11.58	-13.96	-3.2	34.42	53.92
-0.31980000000000003	-7.9	-22.82	8.18	53.5	-15.3	-14.18	-1.44	34.32	53.8
-0.08276	14.32	-13.72	9.0	72.62	-18.56	-17.12	-2.5	39.34	52.54
-0.16524	-32.0	-18.86	6.58	71.48	-13.78	-14.74	-1.1	30.92	56.48
-0.13836	-47.52	-19.64	8.32	76.9	-13.86	-15.28	1.2	50.28	56.66
-0.09851999999999998	-69.98	-18.74	9.42	74.88	-12.12	-14.98	2.86	46.06	59.32
-0.008239999999999994	-73.14	-15.6	9.0	72.82	-11.48	-13.38	7.98	42.54	61.86
-0.40634	-68.28	-18.92	11.06	73.2	-15.26	-13.94	3.62	39.08	61.16
0.02898000000000001	-68.56	-16.94	11.76	68.98	-15.28	-14.68	10.5	35.72	61.12
-0.18572	-72.74	-13.42	6.38	65.22	-9.54	-12.66	17.44	33.42	59.56
-0.17422	-75.36	-18.24	5.78	64.14	-8.06	-15.6	21.64	36.78	60.34
-0.03648	-79.9	-26.98	5.48	37.42	-6.26	-15.56	23.88	33.38	59.32
-0.06596000000000002	-78.0	-27.14	5.38	67.7	-4.32	-15.3	23.62	35.04	56.88
0.05635999999999999	-77.4	-28.42	6.64	65.64	-2.78	-16.08	21.5	34.92	54.18
0.02112000000000001	-76.26	-32.96	6.18	70.08	-6.54	-14.28	21.78	35.54	56.6
0.055839999999999994	-76.6	-40.1	13.1	69.6	-9.98	-16.24	23.22	36.38	53.82
-0.12646000000000002	-73.44	-43.52	13.32	69.26	-14.14	-16.24	22.16	36.64	53.18
0.0	-76.56	-39.26	27.78	68.72	-12.46	-13.72	21.16	30.56	54.68
-0.10148000000000001	-76.94	-38.92	32.48	68.84	-12.76	-15.24	23.0	34.64	52.48
-0.1561	-83.98	-37.64	31.5	69.3	-11.46	-15.48	22.44	33.06	53.42
-0.23744000000000004	-85.8	-57.62	10.6	65.88	-18.14	-9.9	14.72	28.1	51.74
0.012839999999999997	-83.94	-57.74	12.56	66.08	-18.94	-8.4	12.26	28.58	53.78
-0.11448	-84.22	-35.06	32.12	72.52	-11.94	-20.44	17.24	36.7	53.5
0.010979999999999998	-84.28	-32.66	33.46	69.14	-10.8	-23.82	16.64	30.08	52.66
-0.19002000000000002	-80.4	-29.12	34.4	67.92	-11.0	-22.98	17.8	38.74	55.88
-0.12341999999999999	-82.68	-30.4	33.12	65.42	-10.04	-24.44	18.6	37.42	55.54
-0.06523999999999999	-85.48	-32.06	31.96	70.3	-10.7	-29.6	13.4	32.22	57.82
0.0	-85.56	-30.02	34.42	71.72	-10.64	-29.52	12.76	32.78	59.66
-0.22116000000000002	-86.72	-34.12	34.76	71.16	-11.02	-28.62	14.48	33.44	59.36
0.10869999999999999	-87.08	-34.48	34.2	70.78	-9.2	-30.26	15.56	27.8	58.08
0.11856	-85.96	-34.62	34.46	70.78	-7.22	-27.96	14.92	31.18	56.22
-0.008159999999999994	-87.0	-34.36	34.1	70.12	-6.0	-27.5	12.72	33.42	58.56
-0.07562	-88.78	-34.84	35.54	70.92	-8.16	-28.44	11.7	32.96	56.66
0.05728	-86.9	-34.42	37.62	71.02	-8.22	-29.2	10.48	33.28	59.24
0.0029199999999999973	-87.46	-34.9	43.08	73.4	-11.24	-30.98	14.74	33.68	57.56
-0.021440000000000004	-87.2	-34.9	45.14	70.96	-10.42	-32.16	17.4	34.42	57.06
-0.00936	-90.34	-38.96	47.0	73.8	-6.56	-36.78	17.02	35.6	57.38
0.05122	-89.86	-37.22	45.42	72.32	-10.68	-34.7	15.14	37.28	55.68
-0.0737	-86.92	-37.74	44.32	72.9	-11.68	-34.6	16.98	29.54	62.3
-0.04604	-79.36	-35.5	44.92	72.76	-12.6	-35.24	13.74	32.98	58.92
